dataset,IR,fold,rep,best_k,f1,precision,recall,balanced_accuracy,geometric_mean,roc_auc
dataset_962_mfeat-morphological,0.1111111111111111,1,0,3,0.9743589743589743,1.0,0.95,0.975,0.9746794344808963,0.975
dataset_962_mfeat-morphological,0.1111111111111111,2,0,1,1.0,1.0,1.0,1.0,1.0,1.0
dataset_962_mfeat-morphological,0.1111111111111111,3,0,3,0.9873417721518988,1.0,0.975,0.9875,0.9874208829065749,0.9874652777777778
dataset_962_mfeat-morphological,0.1111111111111111,4,0,3,1.0,1.0,1.0,1.0,1.0,1.0
dataset_966_analcatdata_halloffame,0.102880658436214,0,0,1,0.7555555555555555,0.85,0.68,0.8338271604938272,0.8195150628704789,0.8338271604938272
dataset_966_analcatdata_halloffame,0.102880658436214,1,0,1,0.5454545454545454,0.631578947368421,0.48,0.72559670781893,0.682768510921654,0.72559670781893
dataset_966_analcatdata_halloffame,0.102880658436214,2,0,1,0.5333333333333333,0.6,0.48,0.7235390946502058,0.6813204318558174,0.7235390946502058
dataset_966_analcatdata_halloffame,0.102880658436214,3,0,1,0.6122448979591837,0.625,0.6,0.7814814814814814,0.7601169500660919,0.7814814814814816
dataset_966_analcatdata_halloffame,0.102880658436214,4,0,1,0.5306122448979592,0.5416666666666666,0.52,0.737366255144033,0.7045998192944661,0.737366255144033
dataset_968_analcatdata_birthday,0.16987179487179488,0,0,17,0.5333333333333333,1.0,0.36363636363636365,0.6818181818181819,0.6030226891555273,0.93841642228739
dataset_968_analcatdata_birthday,0.16987179487179488,1,0,9,0.4444444444444444,0.5714285714285714,0.36363636363636365,0.6576246334310851,0.5882525441665978,0.9208211143695014
dataset_968_analcatdata_birthday,0.16987179487179488,2,0,1,0.47619047619047616,0.5,0.45454545454545453,0.6869501466275659,0.6464430083540647,0.6869501466275659
dataset_968_analcatdata_birthday,0.16987179487179488,3,0,17,0.5333333333333333,0.8,0.4,0.692063492063492,0.6274159654095468,0.930952380952381
dataset_968_analcatdata_birthday,0.16987179487179488,4,0,11,0.6363636363636364,0.5833333333333334,0.7,0.8103174603174603,0.8027729719194864,0.9182539682539683
dataset_971_mfeat-fourier,0.1111111111111111,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0
dataset_971_mfeat-fourier,0.1111111111111111,1,0,5,1.0,1.0,1.0,1.0,1.0,1.0
dataset_971_mfeat-fourier,0.1111111111111111,2,0,1,1.0,1.0,1.0,1.0,1.0,1.0
