meta_learner,lodo_acc,baseline,vs_baseline,n_datasets
LogisticReg,0.23684210526315788,0.2631578947368421,-0.02631578947368421,38
SVM,0.21052631578947367,0.2631578947368421,-0.05263157894736842,38
FairRankMC-JKK,0.18421052631578946,0.2631578947368421,-0.07894736842105263,38
KNN-5,0.18421052631578946,0.2631578947368421,-0.07894736842105263,38
GradientBoosting,0.15789473684210525,0.2631578947368421,-0.10526315789473684,38
RandomForest,0.15789473684210525,0.2631578947368421,-0.10526315789473684,38
FairRankMC,0.15789473684210525,0.2631578947368421,-0.10526315789473684,38
FairRankMC-LOO,0.15789473684210525,0.2631578947368421,-0.10526315789473684,38
